岗位名称,公司名称,公司性质,公司规模,所属行业,工作城市,薪资区间,经验要求,学历要求,语言要求,职能类别,岗位标签,关键字,职位信息,城市,薪资_千元月,经验_年_数值,经验_年,学历_等级,岗位标签列表,关键字列表
销售经理（杭州） ,浙江海德曼智能装备股份有限公司,已上市,500-1000人,机械/设备/重工,杭州-余杭区,6千-1.2万·13薪,5年及以上,大专,无要求,销售经理,培训,面销/陌拜; 机械/设备/重工; 销售; 数据分析; 电子; 机械; 生产计划; 市场调研; 售后服务; 库存管理; 销售策略; 理工科,岗位职责 1. 制定并执行区域销售策略，,杭州,9.0千元/月,5.0,5.0年,2,['培训'],"['面销/陌拜', '机械/设备/重工', '销售', '数据分析', '电子', '机械', '生产计划', '市场调研', '售后服务', '库存管理', '销售策略', '理工科']"
研究员 ,北京航空航天大学杭州创新研究院,事业单位,50-150人,政府/公共事业,杭州-滨江区,1.6-2.5万·16薪,无需经验,博士,无要求,科研人员,五险一金; 定期体检; 餐饮补贴; 通讯补贴; 免费班车; 补充医疗保险,机械; 自动化; 生物医学工程; 软件工程; 电子信息; 网络安全; 通信工程; 计算机科学; 光学工程; 信号与系统,有意向人员请前往北航杭研院人才招聘网（杭,杭州,20.5千元/月,0.0,0.0年,5,"['五险一金', '定期体检', '餐饮补贴', '通讯补贴', '免费班车', '补充医疗保险']","['机械', '自动化', '生物医学工程', '软件工程', '电子信息', '网络安全', '通信工程', '计算机科学', '光学工程', '信号与系统']"
市场医学主管 ,浙江和泽医药科技股份有限公司,已上市,1000-5000人,制药/生物工程,杭州-钱塘区,1.2-1.6万,2-5年,本科,无要求,医药学术推广,,制药/生物工程,岗位职责： 1.在公司战略指导下，制定产,杭州,14.0千元/月,3.5,3.5年,3,[],['制药/生物工程']
采购专员 ,杭州隆硕科技有限公司,民营,150-500人,仪器仪表/工业自动化,杭州-余杭区,6千-1.2万,5-7年,大专,无要求,采购员,五险一金; 年终奖金; 定期体检,采购; 验收; 谈判; 成本控制; 电子元器件; 询价; 比价; 采购合同; 管理体系; 评估,职责描述： 1、负责公司电子元器件及结构,杭州,9.0千元/月,6.0,6.0年,2,"['五险一金', '年终奖金', '定期体检']","['采购', '验收', '谈判', '成本控制', '电子元器件', '询价', '比价', '采购合同', '管理体系', '评估']"
（高级）产品技术专员 ,,,,,杭州,9千-1.1万·13薪,3-4年,本科,无要求,医疗器械市场推广,,医疗设备/器械; 学术推广,制定有挑战性和可执行的销售计划，和经销商,杭州,10.0千元/月,3.5,3.5年,3,[],"['医疗设备/器械', '学术推广']"
销售跟单 ,杭州本松新材料技术股份有限公司,民营,150-500人,原材料和加工,杭州-临平区,6-8千·13薪,1年及以上,大专,无要求,业务跟单,五险一金; 带薪年假; 员工旅游; 年终奖金; 绩效奖金; 股票期权; 项目奖金; 专业培训; 定期体检; 零食下午茶,excel; erp; word; 客户沟通; 生产; 回款; 数据统计; 关系维护; 订单管理; 数据管理,任职要求： 1.学历与经验：大专及以上学,杭州,34.0千元/月,1.0,1.0年,2,"['五险一金', '带薪年假', '员工旅游', '年终奖金', '绩效奖金', '股票期权', '项目奖金', '专业培训', '定期体检', '零食下午茶']","['excel', 'erp', 'word', '客户沟通', '生产', '回款', '数据统计', '关系维护', '订单管理', '数据管理']"
电话客服/预防保健专员6k-8k ,杭州人民口腔医院集团有限公司,民营,500-1000人,医疗/护理/卫生,杭州-萧山区,6-8千,3年及以上,大专,无要求,电话客服,班车; 五险一金; 带薪年假; 弹性工作; 绩效奖金,预约管理; 电话客服; 会省内方言,一、岗位职责 1.患者管理：邀请患者参加,杭州,34.0千元/月,3.0,3.0年,2,"['班车', '五险一金', '带薪年假', '弹性工作', '绩效奖金']","['预约管理', '电话客服', '会省内方言']"
美容顾问（杭州大厦） ,希思黎（上海）化妆品商贸有限公司,外资（欧美）,500-1000人,日化/化妆品,杭州-拱墅区,7千-1万·13薪,1年及以上,高中,普通话读写熟练,美容顾问,带薪年假; 五险一金; 绩效奖金; 全勤奖; 节日福利; 专业培训; 培训,日化/化妆品; 维护品牌形象; 专柜陈列; 产品销售; 服务; 化妆品; crm; 专业咨询; 售后服务; 销售; pos,Main Responsibilitie,杭州,8.5千元/月,1.0,1.0年,1,"['带薪年假', '五险一金', '绩效奖金', '全勤奖', '节日福利', '专业培训', '培训']","['日化/化妆品', '维护品牌形象', '专柜陈列', '产品销售', '服务', '化妆品', 'crm', '专业咨询', '售后服务', '销售', 'pos']"
高级客户主任 ,洽洽食品股份有限公司,已上市,1000-5000人,食品/饮料/粮油,杭州,9千-1.2万,1-3年,本科,无要求,销售主管,,食品/饮料/粮油; 销售; 价格体系; 促销规划; 铺货率; 维护终端; 拜访市场,岗位职责： 1、承接战队销售业绩，确保分,杭州,10.5千元/月,2.0,2.0年,3,[],"['食品/饮料/粮油', '销售', '价格体系', '促销规划', '铺货率', '维护终端', '拜访市场']"
推广专员 ,福康自然（杭州）中医连锁管理有限公司,民营,50-150人,其他行业,杭州-上城区,6千-1.2万,无需经验,,无要求,市场/营销/拓展专员,绩效奖金; 通讯补贴; 服装; 带薪年假; 定期团建; 无责底薪; 节日福利; 带薪培训; 职业发展; 培训; 交社保; 活动经费; 高提成; 节假日,销售; 市场推广; 市场开拓; 活动执行; 信息管理; 岗前培训; 地推; 智能手机; 健康咨询,职位职责： 1.市场开拓：负责在指定区域,杭州,9.0千元/月,0.0,0.0年,0,"['绩效奖金', '通讯补贴', '服装', '带薪年假', '定期团建', '无责底薪', '节日福利', '带薪培训', '职业发展', '培训', '交社保', '活动经费', '高提成', '节假日']","['销售', '市场推广', '市场开拓', '活动执行', '信息管理', '岗前培训', '地推', '智能手机', '健康咨询']"
浙江省区经理 ,浙江天啬生物医药有限公司,民营,50-150人,制药/生物工程,杭州-临平区,1-2万,5年及以上,大专,无要求,销售经理,五险一金; 绩效奖金; 年终奖金; 带薪年假; 餐饮补贴; 员工旅游; 培训; 节假日福利,有团队管理经验; 市场调研及分析; 制药/生物工程; 医疗设备/器械; 医疗/护理/卫生; 医疗美容; 销售; 办公软件; 管理; 谈判; 团队管理; 招投标; 合同签订; 市场分析; 销售政策; 风险控制,岗位职责： 1、根据公司整体战略，制定并,杭州,15.0千元/月,5.0,5.0年,2,"['五险一金', '绩效奖金', '年终奖金', '带薪年假', '餐饮补贴', '员工旅游', '培训', '节假日福利']","['有团队管理经验', '市场调研及分析', '制药/生物工程', '医疗设备/器械', '医疗/护理/卫生', '医疗美容', '销售', '办公软件', '管理', '谈判', '团队管理', '招投标', '合同签订', '市场分析', '销售政策', '风险控制']"
财务总监 ,杭州辰汉智能科技有限公司,民营,50-150人,汽车零部件,杭州-桐庐县,15-30万/年,8年及以上,本科,无要求,高级财务总监/财务总监,绩效奖金; 年终奖金; 股票期权,金蝶; 会计从业资格证书; 全职; 财务; 审计; 金融; 会计; 财务管理; 经济; 成本管理; 经营管理; 税务筹划; 费用管理,岗位职责： 1.建立、健全各母子公司的财,杭州,18.8千元/月,8.0,8.0年,3,"['绩效奖金', '年终奖金', '股票期权']","['金蝶', '会计从业资格证书', '全职', '财务', '审计', '金融', '会计', '财务管理', '经济', '成本管理', '经营管理', '税务筹划', '费用管理']"
市场专员(J10092) ,杭州恩和生物科技有限公司,外资（欧美）,500-1000人,食品/饮料/粮油,杭州-钱塘区,1.3-1.8万·14薪,2-3年,本科,英语简单沟通/读写,市场/营销/拓展专员,市场团队; 快速发展; 跨国企业; 五险一金; 带薪年假; 年终奖金; 定期体检,市场开发; 市场营销,工作职责: 1. 行业研究与战略选品支持,杭州,15.5千元/月,2.5,2.5年,3,"['市场团队', '快速发展', '跨国企业', '五险一金', '带薪年假', '年终奖金', '定期体检']","['市场开发', '市场营销']"
制药行业销售经理 ,中控技术股份有限公司,已上市,5000-10000人,仪器仪表/工业自动化,杭州-滨江区,1.5-2.5万·14薪,2年及以上,大专,无要求,销售经理,新能源; 央企; 上市企业; 五险一金; 餐饮补贴; 交通补贴; 年终奖金; 定期体检; 弹性工作; 员工旅游,To B（企业/机构）; 仪器仪表/工业自动化; 制药; 化学药; 生物药; 中药; DCS; PLC,岗位职责： 1、市场开拓与销售目标达成：,杭州,20.0千元/月,2.0,2.0年,2,"['新能源', '央企', '上市企业', '五险一金', '餐饮补贴', '交通补贴', '年终奖金', '定期体检', '弹性工作', '员工旅游']","['To B（企业/机构）', '仪器仪表/工业自动化', '制药', '化学药', '生物药', '中药', 'DCS', 'PLC']"
地区经理 ,北京速迈医疗科技股份有限公司,民营,150-500人,医疗设备/器械,杭州,7-8千,3年及以上,本科,无要求,销售经理,,医疗设备/器械; 销售; 医学; 项目管理; 市场营销; 招投标; 销售计划; 解决方案; 开发新客户; 客户档案; 产品销售,【岗位职责】：  1.制定本区产品销售计,杭州,39.0千元/月,3.0,3.0年,3,[],"['医疗设备/器械', '销售', '医学', '项目管理', '市场营销', '招投标', '销售计划', '解决方案', '开发新客户', '客户档案', '产品销售']"
物业实习生 ,招商局物业管理有限公司杭州分公司,国企,150-500人,物业管理/商业中心,杭州-上城区,4-4.5千,无需经验,本科,无要求,物业管理专员/助理,专业培训; 餐饮补贴; 节日福利; 高温补贴; 培训,访客接待; 处理业主投诉与回访; 楼栋巡查,【工作内容】 - 协助物业管理团队进行日,杭州,22.2千元/月,0.0,0.0年,3,"['专业培训', '餐饮补贴', '节日福利', '高温补贴', '培训']","['访客接待', '处理业主投诉与回访', '楼栋巡查']"
市场专员 ,杭州固恒能源科技有限公司余杭分公司,民营,50-150人,仪器仪表/工业自动化,杭州-余杭区,7-9千,3年及以上,本科,英语简单沟通/读写,市场/营销/拓展专员,节假日; 大小休; 五险一金; 带薪年假; 带薪病假; 年终奖金; 绩效奖金; 专业培训; 定期体检; 有餐补; 定期团建; 出差补贴,市场营销; 市场开发; 市场策划; 海外市场推广; 市场推广; 市场数据分析; 市场信息收集及分析; 营销策划及执行; 活动策划; 内容营销; 品牌策划; 策略规划; 百度渠道; 微博渠道; 360渠道; 搜狗渠道; ppt; 市场推广; 营销策略; 市场信息; 品牌宣传; 视频拍摄; 剪辑; 文案能力; 英语基础优先; 亚马逊开店,岗位职责： 1、协助部门负责人完成年度品,杭州,39.5千元/月,3.0,3.0年,3,"['节假日', '大小休', '五险一金', '带薪年假', '带薪病假', '年终奖金', '绩效奖金', '专业培训', '定期体检', '有餐补', '定期团建', '出差补贴']","['市场营销', '市场开发', '市场策划', '海外市场推广', '市场推广', '市场数据分析', '市场信息收集及分析', '营销策划及执行', '活动策划', '内容营销', '品牌策划', '策略规划', '百度渠道', '微博渠道', '360渠道', '搜狗渠道', 'ppt', '市场推广', '营销策略', '市场信息', '品牌宣传', '视频拍摄', '剪辑', '文案能力', '英语基础优先', '亚马逊开店']"
区域销售经理（暖通/空调/新风/净水） ,兰舍通风系统有限公司,合资,150-500人,环保,杭州-拱墅区,30-50万/年,3年及以上,大专,无要求,销售经理,绩效奖金; 五险一金; 扁平管理; 年终奖金; 定期体检; 员工旅游; 通讯补贴; 节日福利; 生日福利; 高提成; 晋升通道; 灵活办公; 培训; 跨国企业; 底薪,大客户销售; 环保; 销售; 市场推广; 暖通; 项目开发; 客户资源; 客户关系维护; 地产; 空调,职位信息 Zehnder.NATHER兰,杭州,33.3千元/月,3.0,3.0年,2,"['绩效奖金', '五险一金', '扁平管理', '年终奖金', '定期体检', '员工旅游', '通讯补贴', '节日福利', '生日福利', '高提成', '晋升通道', '灵活办公', '培训', '跨国企业', '底薪']","['大客户销售', '环保', '销售', '市场推广', '暖通', '项目开发', '客户资源', '客户关系维护', '地产', '空调']"
IQA检验员 ,天合富家能源股份有限公司,民营,150-500人,其他专业服务,杭州,3-6千,1年及以上,大专,无要求,质检员QC,五险一金; 带薪年假; 年终奖金; 专业培训; 项目奖金; 定期体检; 免费班车; 定期团建,制定SOP; 来料检验（IQC）; 质量保证（QA）; 新能源; 检测/认证,主要工作职责： 1、参照IQA作业指导书,杭州,18.0千元/月,1.0,1.0年,2,"['五险一金', '带薪年假', '年终奖金', '专业培训', '项目奖金', '定期体检', '免费班车', '定期团建']","['制定SOP', '来料检验（IQC）', '质量保证（QA）', '新能源', '检测/认证']"
会计助理 ,殷隆置业（杭州）有限公司,外资（非欧美）,150-500人,物业服务,杭州-拱墅区,6-6.5千,无需经验,本科,英语读写熟练,财务专员,五险一金; 年终奖金; 定期体检; 带薪年假; 做五休二; 补充医疗保险; 员工旅游; 餐饮补贴; 周末双休; 带薪病假; 节假日福利,JDE埃林哲; 房地产行业; 全职; 双休; 应收应付会计; 账务处理; 财务报表; 固定资产管理,你将负责杭州嘉里城项目基础财务工作及日常,杭州,33.2千元/月,0.0,0.0年,3,"['五险一金', '年终奖金', '定期体检', '带薪年假', '做五休二', '补充医疗保险', '员工旅游', '餐饮补贴', '周末双休', '带薪病假', '节假日福利']","['JDE埃林哲', '房地产行业', '全职', '双休', '应收应付会计', '账务处理', '财务报表', '固定资产管理']"
通信项目专员 ,,,,,杭州-滨江区,7千-1万,1年及以上,本科,无要求,通信项目管理,,计算机; 测试; 需求分析; 项目管理; 验收; 软件开发; 通信; ai; 项目计划; 人工智能,【工作内容】 1、负责通信类项目的全生命,杭州,8.5千元/月,1.0,1.0年,3,[],"['计算机', '测试', '需求分析', '项目管理', '验收', '软件开发', '通信', 'ai', '项目计划', '人工智能']"
人事主管（泰国工厂）（驻泰国） ,万通智控科技股份有限公司,已上市,500-1000人,汽车零部件,杭州-临平区,1.2-1.8万,1-3年,本科,泰语听说读写流利 中文听说读写流利,人事主管,,善于沟通; 接受长期外派; 工资核算经验; 了解泰国法律; 熟悉HR模块,一、招聘与配置 - 根据工厂各部门需求，,杭州,15.0千元/月,2.0,2.0年,3,[],"['善于沟通', '接受长期外派', '工资核算经验', '了解泰国法律', '熟悉HR模块']"
质量工程师 ,卧龙控股集团有限公司,民营,10000人以上,机械/设备/重工,绍兴-上虞区,1-1.5万·13薪,3年及以上,本科,无要求,质量工程师,五险一金; 餐饮补贴; 专业培训; 绩效奖金; 年终奖金,品质控制（QC）; 机械/设备/重工; 新能源; 数据分析; 机械,岗位职责： 1.负责AEM制氢系统产品开,杭州,12.5千元/月,3.0,3.0年,3,"['五险一金', '餐饮补贴', '专业培训', '绩效奖金', '年终奖金']","['品质控制（QC）', '机械/设备/重工', '新能源', '数据分析', '机械']"
CNC/数控编程 ,杭州鸿昇企业管理有限公司,民营,150-500人,企业服务,杭州-钱塘区,1.4-1.8万·14薪,5年及以上,大专,无要求,CNC/数控编程,五险一金; 带薪年假; 员工旅游; 绩效奖金; 项目奖金; 专业培训; 定期体检; 定期团建,法兰克; 三菱; 数控加工中心; 熟悉UG; 机械; 调试; 数控机床; ug; 西门子; 数控技术; mastercam; 金属材料; cam; 产品质量,1、独立完成 零件的 CNC 加工 DF,杭州,16.0千元/月,5.0,5.0年,2,"['五险一金', '带薪年假', '员工旅游', '绩效奖金', '项目奖金', '专业培训', '定期体检', '定期团建']","['法兰克', '三菱', '数控加工中心', '熟悉UG', '机械', '调试', '数控机床', 'ug', '西门子', '数控技术', 'mastercam', '金属材料', 'cam', '产品质量']"
商业综合体招商经理 ,杭州运河上街商业企业管理有限公司,民营,50-150人,物业管理/商业中心,杭州-拱墅区,8千-1.6万,3年及以上,大专,无要求,招商/租赁/租售,五险一金; 节日福利; 带薪年假; 定期体检; 工龄津贴; 员工活动; 员工生日会,商业招商; 品牌招商; 餐饮业态招商; 零售业态; 教育培训招商; 全业态招商,岗位职责：  1、拓展招商渠道，寻找符合,杭州,12.0千元/月,3.0,3.0年,2,"['五险一金', '节日福利', '带薪年假', '定期体检', '工龄津贴', '员工活动', '员工生日会']","['商业招商', '品牌招商', '餐饮业态招商', '零售业态', '教育培训招商', '全业态招商']"
市场专员 ,北京和园餐饮管理有限公司,民营,少于50人,培训机构,杭州-滨江区,8千-1.3万,无需经验,中技/中专,无要求,市场/营销/拓展专员,节日福利; 绩效奖金; 生日福利; 带薪年假; 定期团建; 五险一金; 下午茶; 全勤奖; 通讯补贴; 团建聚餐; 高提成; 活动经费; 员工福利; 节假日,市场推广,BD（教育行业）  我们是一家专注于K1,杭州,10.5千元/月,0.0,0.0年,0,"['节日福利', '绩效奖金', '生日福利', '带薪年假', '定期团建', '五险一金', '下午茶', '全勤奖', '通讯补贴', '团建聚餐', '高提成', '活动经费', '员工福利', '节假日']",['市场推广']
结算工程师 (MJ000221) ,杭州科百特过滤器材有限公司,民营,5000-10000人,机械/设备/重工,杭州-萧山区,1-1.5万,1年及以上,本科,无要求,工程造价/预结算,项目奖金; 虚拟股权激励; 工作环境简单; 工作环境透明; 免费班车接送; 员工宿舍; 员工食堂; 资深导师带教; 带薪年假; 五险一金,土木建筑工程; 安装工程; 第三方造价咨询公司; 施工单位; 财务; erp; 结算; 审计; 会计; 财务管理; 工程预算; 成本会计; 工程进度款; 工程款支付,岗位职责： 1.工程款项精准审核：负责全,杭州,12.5千元/月,1.0,1.0年,3,"['项目奖金', '虚拟股权激励', '工作环境简单', '工作环境透明', '免费班车接送', '员工宿舍', '员工食堂', '资深导师带教', '带薪年假', '五险一金']","['土木建筑工程', '安装工程', '第三方造价咨询公司', '施工单位', '财务', 'erp', '结算', '审计', '会计', '财务管理', '工程预算', '成本会计', '工程进度款', '工程款支付']"
